//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
14060;Missing valve;Missing valve;Missing valve;
30444;Help;Help;Help;
14062;Maintanance required;Maintanance required;Maintanance required;
30446;Help;Help;Help;
14072;Life Guard;Life Guard;Life Guard;
30456;Help;Help;Help;
14074;Heart Beat;Heart Beat;Heart Beat;
30458;Help;Help;Help;
14076;Com Cycle Period (Sync);Com Cycle Period (Sync);Com Cycle Period (Sync);
30460;Help;Help;Help;
14078;CAN Overrun (Objects lost);CAN Overrun (Objects lost);CAN Overrun (Objects lost);
30462;Help;Help;Help;
14088;Invalid PDO received;Invalid PDO received;Invalid PDO received;
30472;Help;Help;Help;
14090;CAN WarnLimit reached;CAN WarnLimit reached;CAN WarnLimit reached;
30474;Help;Help;Help;
14092;CAN recovered from BusOff;CAN recovered from BusOff;CAN recovered from BusOff;
30476;Help;Help;Help;
14094;Bus Power lost;Bus Power lost;Bus Power lost;
30478;Help;Help;Help;
14104;Fault in Calibration;Fault in Calibration;Fault in Calibration;
30488;Help;Help;Help;
14106;Lower drop out signal;Lower drop out signal;Lower drop out signal;
30490;Help;Help;Help;
14108;Upper drop out signal;Upper drop out signal;Upper drop out signal;
30492;Help;Help;Help;
14110;Sensor limit exceeded;Sensor limit exceeded;Sensor limit exceeded;
30494;Help;Help;Help;
14120;Short circuit cold junction comp.;Short circuit cold junction comp.;Short circuit cold junction comp.;
30504;Help;Help;Help;
14122;Open load cold junction comp.;Open load cold junction comp.;Open load cold junction comp.;
30506;Help;Help;Help;
14124;Calibration data incorrect;Calibration data incorrect;Calibration data incorrect;
30508;Help;Help;Help;
14126;Invalid process value;Invalid process value;Invalid process value;
30510;Help;Help;Help;
14136;Short circuit I-Port;Short circuit I-Port;Short circuit I-Port;
30520;Help;Help;Help;
14138;Device missing / failure;Device missing / failure;Device missing / failure;
30522;Help;Help;Help;
14140;I-Port configuration error;I-Port configuration error;I-Port configuration error;
30524;Help;Help;Help;
14142;Input overload;Input overload;Input overload;
30526;Help;Help;Help;
14152;Signal underflow/overflow;Signal underflow/overflow;Signal underflow/overflow;
30536;Help;Help;Help;
14154;Overvoltage in power supply;Overvoltage in power supply;Overvoltage in power supply;
30538;Help;Help;Help;
14156;Overflow in time measurement;Overflow in time measurement;Overflow in time measurement;
30540;Help;Help;Help;
14158;Object failure;Object failure;Object failure;
30542;Help;Help;Help;
14168;Number of Modules incorrect;Number of Modules incorrect;Number of Modules incorrect;
30552;Help;Help;Help;
14170;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
30554;Help;Help;Help;
14172;F-Communication fault;F-Communication fault;F-Communication fault;
30556;Help;Help;Help;
14174;F-Communication timeout;F-Communication timeout;F-Communication timeout;
30558;Help;Help;Help;
14184;Leakage current;Leakage current;Leakage current;
30568;Help;Help;Help;
14186;F-Parameter fault;F-Parameter fault;F-Parameter fault;
30570;Help;Help;Help;
14188;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
30572;Help;Help;Help;
14190;CC-L: Bus connection lost;CC-L: Bus connection lost;CC-L: Bus connection lost;
30574;Help;Help;Help;
14200;SSI-parity error;SSI-parity error;SSI-parity error;
30584;Help;Help;Help;
14202;limit monitoring;limit monitoring;limit monitoring;
30586;Help;Help;Help;
14204;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;
30588;Help;Help;Help;
14206;Over temperature;Over temperature;Over temperature;
30590;Help;Help;Help;
14216;Error without errortext (76);Error without errortext (76);Error without errortext (76);
30600;Help;Help;Help;
14218;Error without errortext (77);Error without errortext (77);Error without errortext (77);
30602;Help;Help;Help;
14220;Value out of range;Value out of range;Value out of range;
30604;Help;Help;Help;
14222;Error without errortext (79);Error without errortext (79);Error without errortext (79);
30606;Help;Help;Help;
14232;Function failure;Function failure;Function failure;
30616;Help;Help;Help;
14234;Error without errortext (81);Error without errortext (81);Error without errortext (81);
30618;Help;Help;Help;
14236;Error without errortext (82);Error without errortext (82);Error without errortext (82);
30620;Help;Help;Help;
14238;Error without errortext (83);Error without errortext (83);Error without errortext (83);
30622;Help;Help;Help;
14248;Error without errortext (84);Error without errortext (84);Error without errortext (84);
30632;Help;Help;Help;
14250;Error without errortext (85);Error without errortext (85);Error without errortext (85);
30634;Help;Help;Help;
14252;Error without errortext (86);Error without errortext (86);Error without errortext (86);
30636;Help;Help;Help;
14254;Error without errortext (87);Error without errortext (87);Error without errortext (87);
30638;Help;Help;Help;
14264;Short circuit port;Short circuit port;Short circuit port;
30648;Help;Help;Help;
14266;Port configuration error;Port configuration error;Port configuration error;
30650;Help;Help;Help;
14268;Error without errortext (90);Error without errortext (90);Error without errortext (90);
30652;Help;Help;Help;
14270;Error without errortext (91);Error without errortext (91);Error without errortext (91);
30654;Help;Help;Help;
14280;Error without errortext (92);Error without errortext (92);Error without errortext (92);
30664;Help;Help;Help;
14282;Error without errortext (93);Error without errortext (93);Error without errortext (93);
30666;Help;Help;Help;
14284;Error without errortext (94);Error without errortext (94);Error without errortext (94);
30668;Help;Help;Help;
14286;Error without errortext (95);Error without errortext (95);Error without errortext (95);
30670;Help;Help;Help;
14296;Error without errortext (96);Error without errortext (96);Error without errortext (96);
30680;Help;Help;Help;
14298;Error without errortext (97);Error without errortext (97);Error without errortext (97);
30682;Help;Help;Help;
14300;Error without errortext (98);Error without errortext (98);Error without errortext (98);
30684;Help;Help;Help;
14302;Error without errortext (99);Error without errortext (99);Error without errortext (99);
30686;Help;Help;Help;
14312;Configuration error;Configuration error;Configuration error;
30696;Help;Help;Help;
14314;Execution error;Execution error;Execution error;
30698;Help;Help;Help;
14316;Record error;Record error;Record error;
30700;Help;Help;Help;
14318;Control error;Control error;Control error;
30702;Help;Help;Help;
14328;System error A;System error A;System error A;
30712;Help;Help;Help;
14330;System error B;System error B;System error B;
30714;Help;Help;Help;
14332;Error in valve;Error in valve;Error in valve;
30716;Help;Help;Help;
14334;Controller error;Controller error;Controller error;
30718;Help;Help;Help;
14344;Encoder error;Encoder error;Encoder error;
30728;Help;Help;Help;
14346;Error motor or power stage;Error motor or power stage;Error motor or power stage;
30730;Help;Help;Help;
14348;Error without errortext (110);Error without errortext (110);Error without errortext (110);
30732;Help;Help;Help;
14350;Error without errortext (111);Error without errortext (111);Error without errortext (111);
30734;Help;Help;Help;
14360;Error without errortext (112);Error without errortext (112);Error without errortext (112);
30744;Help;Help;Help;
14362;Error without errortext (113);Error without errortext (113);Error without errortext (113);
30746;Help;Help;Help;
14364;Error without errortext (114);Error without errortext (114);Error without errortext (114);
30748;Help;Help;Help;
14366;Subsystem module/channel failure;Subsystem module/channel failure;Subsystem module/channel failure;
30750;Help;Help;Help;
14376;Error without errortext (116);Error without errortext (116);Error without errortext (116);
30760;Help;Help;Help;
14378;Error without errortext (117);Error without errortext (117);Error without errortext (117);
30762;Help;Help;Help;
14380;Error without errortext (118);Error without errortext (118);Error without errortext (118);
30764;Help;Help;Help;
14382;Error without errortext (119);Error without errortext (119);Error without errortext (119);
30766;Help;Help;Help;
14392;Error loading project;Error loading project;Error loading project;
30776;Help;Help;Help;
14394;Error without errortext (121);Error without errortext (121);Error without errortext (121);
30778;Help;Help;Help;
14396;Error without errortext (122);Error without errortext (122);Error without errortext (122);
30780;Help;Help;Help;
14398;Error without errortext (123);Error without errortext (123);Error without errortext (123);
30782;Help;Help;Help;
14408;Error without errortext (124);Error without errortext (124);Error without errortext (124);
30792;Help;Help;Help;
14410;Error without errortext (125);Error without errortext (125);Error without errortext (125);
30794;Help;Help;Help;
14412;Error without errortext (126);Error without errortext (126);Error without errortext (126);
30796;Help;Help;Help;
14414;Error without errortext (127);Error without errortext (127);Error without errortext (127);
30798;Help;Help;Help;
14424;Switch unit defective;Switch unit defective;Switch unit defective;
30808;Help;Help;Help;
14426;CBUS asic not ready;CBUS asic not ready;CBUS asic not ready;
30810;Help;Help;Help;
14428;CPU Hardware Trap;CPU Hardware Trap;CPU Hardware Trap;
30812;Help;Help;Help;
14430;CBUS C-manager not ready;CBUS C-manager not ready;CBUS C-manager not ready;
30814;Help;Help;Help;
14440;Watchdog overflow;Watchdog overflow;Watchdog overflow;
30824;Help;Help;Help;
14442;Remanent memory defective;Remanent memory defective;Remanent memory defective;
30826;Help;Help;Help;
14444;Flash system memory defective;Flash system memory defective;Flash system memory defective;
30828;Help;Help;Help;
14446;Number of mod.params.more than 64;Number of mod.params.more than 64;Number of mod.params.more than 64;
30830;Help;Help;Help;
14456;Slave not ready;Slave not ready;Slave not ready;
30840;Help;Help;Help;
14458;CBUS diagnostic telegram;CBUS diagnostic telegram;CBUS diagnostic telegram;
30842;Help;Help;Help;
14460;CBUS init fault (gap);CBUS init fault (gap);CBUS init fault (gap);
30844;Help;Help;Help;
14462;Order queue full;Order queue full;Order queue full;
30846;Help;Help;Help;
14472;CBUS-EEPROM error;CBUS-EEPROM error;CBUS-EEPROM error;
30856;Help;Help;Help;
14474;CBUS C-timeout error;CBUS C-timeout error;CBUS C-timeout error;
30858;Help;Help;Help;
14476;CBUS telegram fault;CBUS telegram fault;CBUS telegram fault;
30860;Help;Help;Help;
14478;BIU access error;BIU access error;BIU access error;
30862;Help;Help;Help;
14488;Licence error;Licence error;Licence error;
30872;Help;Help;Help;
14490;Built-in self test failed;Built-in self test failed;Built-in self test failed;
30874;Help;Help;Help;
14492;FPGA defective;FPGA defective;FPGA defective;
30876;Help;Help;Help;
14494;IO-Link initialization failed;IO-Link initialization failed;IO-Link initialization failed;
30878;Help;Help;Help;
14504;IO-Link driver error;IO-Link driver error;IO-Link driver error;
30888;Help;Help;Help;
14506;Application exception;Application exception;Application exception;
30890;Help;Help;Help;
14508;NETOS fatal error;NETOS fatal error;NETOS fatal error;
30892;Help;Help;Help;
14510;Error without errortext (151);Error without errortext (151);Error without errortext (151);
30894;Help;Help;Help;
14520;Error without errortext (152);Error without errortext (152);Error without errortext (152);
30904;Help;Help;Help;
14522;Error without errortext (153);Error without errortext (153);Error without errortext (153);
30906;Help;Help;Help;
14524;Error without errortext (154);Error without errortext (154);Error without errortext (154);
30908;Help;Help;Help;
14526;Error without errortext (155);Error without errortext (155);Error without errortext (155);
30910;Help;Help;Help;
14536;Error without errortext (156);Error without errortext (156);Error without errortext (156);
30920;Help;Help;Help;
14538;Error without errortext (157);Error without errortext (157);Error without errortext (157);
30922;Help;Help;Help;
14540;Error without errortext (158);Error without errortext (158);Error without errortext (158);
30924;Help;Help;Help;
14542;Error without errortext (159);Error without errortext (159);Error without errortext (159);
30926;Help;Help;Help;
14552;Error without errortext (160);Error without errortext (160);Error without errortext (160);
30936;Help;Help;Help;
14554;Error without errortext (161);Error without errortext (161);Error without errortext (161);
30938;Help;Help;Help;
14556;Error without errortext (162);Error without errortext (162);Error without errortext (162);
30940;Help;Help;Help;
14558;Error without errortext (163);Error without errortext (163);Error without errortext (163);
30942;Help;Help;Help;
14568;Error without errortext (164);Error without errortext (164);Error without errortext (164);
30952;Help;Help;Help;
14570;Error without errortext (165);Error without errortext (165);Error without errortext (165);
30954;Help;Help;Help;
14572;Error without errortext (166);Error without errortext (166);Error without errortext (166);
30956;Help;Help;Help;
14574;Error without errortext (167);Error without errortext (167);Error without errortext (167);
30958;Help;Help;Help;
14584;Error without errortext (168);Error without errortext (168);Error without errortext (168);
30968;Help;Help;Help;
14586;Error without errortext (169);Error without errortext (169);Error without errortext (169);
30970;Help;Help;Help;
14588;Error without errortext (170);Error without errortext (170);Error without errortext (170);
30972;Help;Help;Help;
14590;Error without errortext (171);Error without errortext (171);Error without errortext (171);
30974;Help;Help;Help;
14600;Error without errortext (172);Error without errortext (172);Error without errortext (172);
30984;Help;Help;Help;
14602;Error without errortext (173);Error without errortext (173);Error without errortext (173);
30986;Help;Help;Help;
14604;Error without errortext (174);Error without errortext (174);Error without errortext (174);
30988;Help;Help;Help;
14606;Error without errortext (175);Error without errortext (175);Error without errortext (175);
30990;Help;Help;Help;
14616;Error without errortext (176);Error without errortext (176);Error without errortext (176);
31000;Help;Help;Help;
14618;Error without errortext (177);Error without errortext (177);Error without errortext (177);
31002;Help;Help;Help;
14620;Error without errortext (178);Error without errortext (178);Error without errortext (178);
31004;Help;Help;Help;
14622;Error without errortext (179);Error without errortext (179);Error without errortext (179);
31006;Help;Help;Help;
14632;Error without errortext (180);Error without errortext (180);Error without errortext (180);
31016;Help;Help;Help;
14634;Error without errortext (181);Error without errortext (181);Error without errortext (181);
31018;Help;Help;Help;
14636;Error without errortext (182);Error without errortext (182);Error without errortext (182);
31020;Help;Help;Help;
14638;Error without errortext (183);Error without errortext (183);Error without errortext (183);
31022;Help;Help;Help;
14648;Error without errortext (184);Error without errortext (184);Error without errortext (184);
31032;Help;Help;Help;
14650;Error without errortext (185);Error without errortext (185);Error without errortext (185);
31034;Help;Help;Help;
14652;Error without errortext (186);Error without errortext (186);Error without errortext (186);
31036;Help;Help;Help;
14654;Error without errortext (187);Error without errortext (187);Error without errortext (187);
31038;Help;Help;Help;
14664;Error without errortext (188);Error without errortext (188);Error without errortext (188);
31048;Help;Help;Help;
14666;Error without errortext (189);Error without errortext (189);Error without errortext (189);
31050;Help;Help;Help;
14668;Error without errortext (190);Error without errortext (190);Error without errortext (190);
31052;Help;Help;Help;
14670;Error without errortext (191);Error without errortext (191);Error without errortext (191);
31054;Help;Help;Help;
14680;Error without errortext (192);Error without errortext (192);Error without errortext (192);
31064;Help;Help;Help;
14682;Error without errortext (193);Error without errortext (193);Error without errortext (193);
31066;Help;Help;Help;
14684;Error without errortext (194);Error without errortext (194);Error without errortext (194);
31068;Help;Help;Help;
14686;Error without errortext (195);Error without errortext (195);Error without errortext (195);
31070;Help;Help;Help;
14696;Error without errortext (196);Error without errortext (196);Error without errortext (196);
31080;Help;Help;Help;
14698;Error without errortext (197);Error without errortext (197);Error without errortext (197);
31082;Help;Help;Help;
14700;Error without errortext (198);Error without errortext (198);Error without errortext (198);
31084;Help;Help;Help;
14702;Error without errortext (199);Error without errortext (199);Error without errortext (199);
31086;Help;Help;Help;
14712;Fault param.transfer module n;Fault param.transfer module n;Fault param.transfer module n;
31096;Help;Help;Help;
14714;Invalid field bus address;Invalid field bus address;Invalid field bus address;
31098;Help;Help;Help;
14716;Protokoll Asic not ready;Protokoll Asic not ready;Protokoll Asic not ready;
31100;Help;Help;Help;
14718;MMI serves CBUS module;MMI serves CBUS module;MMI serves CBUS module;
31102;Help;Help;Help;
14728;Invalid setting switch unit;Invalid setting switch unit;Invalid setting switch unit;
31112;Help;Help;Help;
14730;Module set to default values;Module set to default values;Module set to default values;
31114;Help;Help;Help;
14732;Fault in param. operating mode;Fault in param. operating mode;Fault in param. operating mode;
31116;Help;Help;Help;
14734;Fault in param. max pos cont.outputcurr.;Fault in param. max pos cont.outputcurr.;Fault in param. max pos cont.outputcurr.;
31118;Help;Help;Help;
14744;Fault in param. max neg cont.outputcurr.;Fault in param. max neg cont.outputcurr.;Fault in param. max neg cont.outputcurr.;
31128;Help;Help;Help;
14746;Fault in param. CNT-function input DI;Fault in param. CNT-function input DI;Fault in param. CNT-function input DI;
31130;Help;Help;Help;
14748;Fault in param. POS-function input DI;Fault in param. POS-function input DI;Fault in param. POS-function input DI;
31132;Help;Help;Help;
14750;Fault in param. encoder type;Fault in param. encoder type;Fault in param. encoder type;
31134;Help;Help;Help;
14760;Fault in param. reference mode;Fault in param. reference mode;Fault in param. reference mode;
31144;Help;Help;Help;
14762;Fault in param. SSI-parity;Fault in param. SSI-parity;Fault in param. SSI-parity;
31146;Help;Help;Help;
14764;Fault in param. SSI-telegram cycle;Fault in param. SSI-telegram cycle;Fault in param. SSI-telegram cycle;
31148;Help;Help;Help;
14766;Fault in param. time base pulse output;Fault in param. time base pulse output;Fault in param. time base pulse output;
31150;Help;Help;Help;
14776;Fault in object limit;Fault in object limit;Fault in object limit;
31160;Help;Help;Help;
14778;Fault in object count limit;Fault in object count limit;Fault in object count limit;
31162;Help;Help;Help;
14780;Fault in object comp value;Fault in object comp value;Fault in object comp value;
31164;Help;Help;Help;
14782;Fault in reference mode;Fault in reference mode;Fault in reference mode;
31166;Help;Help;Help;
14792;Invalid object address;Invalid object address;Invalid object address;
31176;Help;Help;Help;
14794;Fault in pulse output settings;Fault in pulse output settings;Fault in pulse output settings;
31178;Help;Help;Help;
14796;Pulse output debounce time out of range;Pulse output debounce time out of range;Pulse output debounce time out of range;
31180;Help;Help;Help;
14798;Fault in speed factor;Fault in speed factor;Fault in speed factor;
31182;Help;Help;Help;
14808;Fault in phys. characteristic input;Fault in phys. characteristic input;Fault in phys. characteristic input;
31192;Help;Help;Help;
14810;Fault in function DIR;Fault in function DIR;Fault in function DIR;
31194;Help;Help;Help;
14812;Fault in pulse per rotation;Fault in pulse per rotation;Fault in pulse per rotation;
31196;Help;Help;Help;
14814;Fault in pulse per rotation between AB&0;Fault in pulse per rotation between AB&0;Fault in pulse per rotation between AB&0;
31198;Help;Help;Help;
14824;Error without errortext (228);Error without errortext (228);Error without errortext (228);
31208;Help;Help;Help;
14826;Error without errortext (229);Error without errortext (229);Error without errortext (229);
31210;Help;Help;Help;
14828;Error without errortext (230);Error without errortext (230);Error without errortext (230);
31212;Help;Help;Help;
14830;Error without errortext (231);Error without errortext (231);Error without errortext (231);
31214;Help;Help;Help;
14840;Error without errortext (232);Error without errortext (232);Error without errortext (232);
31224;Help;Help;Help;
14842;Error without errortext (233);Error without errortext (233);Error without errortext (233);
31226;Help;Help;Help;
14844;Error without errortext (234);Error without errortext (234);Error without errortext (234);
31228;Help;Help;Help;
14846;Error without errortext (235);Error without errortext (235);Error without errortext (235);
31230;Help;Help;Help;
14856;Error without errortext (236);Error without errortext (236);Error without errortext (236);
31240;Help;Help;Help;
14858;Error without errortext (237);Error without errortext (237);Error without errortext (237);
31242;Help;Help;Help;
14860;Error without errortext (238);Error without errortext (238);Error without errortext (238);
31244;Help;Help;Help;
14862;Error without errortext (239);Error without errortext (239);Error without errortext (239);
31246;Help;Help;Help;
14872;Error without errortext (240);Error without errortext (240);Error without errortext (240);
31256;Help;Help;Help;
14874;Error without errortext (241);Error without errortext (241);Error without errortext (241);
31258;Help;Help;Help;
14876;Error without errortext (242);Error without errortext (242);Error without errortext (242);
31260;Help;Help;Help;
14878;Error without errortext (243);Error without errortext (243);Error without errortext (243);
31262;Help;Help;Help;
14888;Error without errortext (244);Error without errortext (244);Error without errortext (244);
31272;Help;Help;Help;
14890;Error without errortext (245);Error without errortext (245);Error without errortext (245);
31274;Help;Help;Help;
14892;Error without errortext (246);Error without errortext (246);Error without errortext (246);
31276;Help;Help;Help;
14894;Error without errortext (247);Error without errortext (247);Error without errortext (247);
31278;Help;Help;Help;
14904;Error without errortext (248);Error without errortext (248);Error without errortext (248);
31288;Help;Help;Help;
14906;Error without errortext (249);Error without errortext (249);Error without errortext (249);
31290;Help;Help;Help;
14908;Error without errortext (250);Error without errortext (250);Error without errortext (250);
31292;Help;Help;Help;
14910;Error without errortext (251);Error without errortext (251);Error without errortext (251);
31294;Help;Help;Help;
14920;Error without errortext (252);Error without errortext (252);Error without errortext (252);
31304;Help;Help;Help;
14922;Error without errortext (253);Error without errortext (253);Error without errortext (253);
31306;Help;Help;Help;
14924;Error without errortext (254);Error without errortext (254);Error without errortext (254);
31308;Help;Help;Help;
14926;Unknown error (255);Unknown error (255);Unknown error (255);
31310;Help;Help;Help;
14936;Error without errortext (256);Error without errortext (256);Error without errortext (256);
31320;Help;Help;Help;
14938;Error without errortext (257);Error without errortext (257);Error without errortext (257);
31322;Help;Help;Help;
14940;Error without errortext (258);Error without errortext (258);Error without errortext (258);
31324;Help;Help;Help;
14942;Error without errortext (259);Error without errortext (259);Error without errortext (259);
31326;Help;Help;Help;
15114;CPX critical system error;CPX critical system error;CPX critical system error;
31498;Help;Help;Help;
1855;IO-Link device error: No error;IO-Link device error: No error;IO-Link device error: No error;
18239;;;;
10191;IO-Link device error: Device hardware fault;IO-Link device error: Device hardware fault;IO-Link device error: Device hardware fault;
26575;;;;
